objectid,identifier,occurrence_date,day_of_week,occurrence_month,occurrence_day,occurrence_year,occurrence_hour,compstat_month,compstat_day,compstat_year,offense,offense_classification,sector,precinct,borough,jurisdiction,xcoordinate,ycoordinate,location_1_zip,location_1_city,location_1_state,location_1_address,serialid
802149,b5e9b661,2012-12-11T19:30:00+00:00,Tuesday,Dec,11,2012,19,12,11,2012,GRAND LARCENY,FELONY,I,110,QUEENS,N.Y. POLICE DEPT,1023075,208196,,,,,802149
799419,54ab5d37,2012-09-19T13:12:00+00:00,Wednesday,Sep,19,2012,13,9,19,2012,GRAND LARCENY OF MOTOR VEHICLE,FELONY,H,104,QUEENS,N.Y. POLICE DEPT,1008595,201821,,,,,799419
802150,da69917f,2012-12-11T19:30:00+00:00,Tuesday,Dec,11,2012,19,2,20,2013,FELONY ASSAULT,FELONY,A,41,BRONX,DEPT OF CORRECTIONS,1016268,227533,,,,,802150
800498,44360abf,2014-11-14T00:05:00+00:00,Friday,Nov,14,2014,0,11,14,2014,FELONY ASSAULT,FELONY,C,40,BRONX,N.Y. POLICE DEPT,1008222,233227,,,,,800498
799422,41959bd7,2012-09-19T13:20:00+00:00,Wednesday,Sep,19,2012,13,9,19,2012,FELONY ASSAULT,FELONY,I,79,BROOKLYN,N.Y. HOUSING POLICE,998205,190419,,,,,799422
802153,a5a920b4,2012-12-11T19:49:00+00:00,Tuesday,Dec,11,2012,19,12,11,2012,ROBBERY,FELONY,A,79,BROOKLYN,N.Y. POLICE DEPT,999471,187078,,,,,802153
803074,57cd2f4b,2011-11-10T17:15:00+00:00,Thursday,Nov,10,2011,17,11,11,2011,BURGLARY,FELONY,A,14,MANHATTAN,N.Y. POLICE DEPT,987958,210923,,,,,803074
800501,8c37de3,2014-11-14T01:00:00+00:00,Friday,Nov,14,2014,1,11,17,2014,GRAND LARCENY,FELONY,A,6,MANHATTAN,N.Y. POLICE DEPT,984213,204463,,,,,800501
802157,38b5d786,2012-12-11T20:00:00+00:00,Tuesday,Dec,11,2012,20,12,25,2012,BURGLARY,FELONY,H,77,BROOKLYN,N.Y. POLICE DEPT,1000812,185084,,,,,802157
803077,9327f8f4,2011-11-10T17:30:00+00:00,Thursday,Nov,10,2011,17,11,11,2011,GRAND LARCENY OF MOTOR VEHICLE,FELONY,C,90,BROOKLYN,N.Y. POLICE DEPT,995127,196663,,,,,803077
799428,716c32a3,2012-12-11T09:00:00+00:00,Tuesday,Dec,11,2012,9,12,16,2012,GRAND LARCENY,FELONY,G,112,QUEENS,N.Y. POLICE DEPT,1028576,202354,,,,,799428
802160,2dfffcd0,2012-12-11T20:00:00+00:00,Tuesday,Dec,11,2012,20,12,14,2012,GRAND LARCENY,FELONY,G,6,MANHATTAN,N.Y. POLICE DEPT,984593,207883,,,,,802160
803080,cc10adc4,2011-11-10T17:45:00+00:00,Thursday,Nov,10,2011,17,11,10,2011,GRAND LARCENY,FELONY,C,108,QUEENS,N.Y. POLICE DEPT,1002928,210657,,,,,803080
803087,88caf14f,2011-11-10T18:04:00+00:00,Thursday,Nov,10,2011,18,11,10,2011,ROBBERY,FELONY,B,47,BRONX,N.Y. POLICE DEPT,1023214,259205,,,,,803087
803088,8a7704a0,2011-11-10T18:10:00+00:00,Thursday,Nov,10,2011,18,11,10,2011,ROBBERY,FELONY,C,7,MANHATTAN,N.Y. POLICE DEPT,988203,201817,,,,,803088
799439,3911c825,2012-12-11T09:30:00+00:00,Tuesday,Dec,11,2012,9,12,11,2012,ROBBERY,FELONY,C,25,MANHATTAN,N.Y. POLICE DEPT,999296,230862,,,,,799439
803091,474c2f27,2013-06-13T08:00:00+00:00,Thursday,Jun,13,2013,8,6,17,2013,GRAND LARCENY,FELONY,A,101,QUEENS,N.Y. POLICE DEPT,1054488,157847,,,,,803091
799442,7a08dffd,2012-12-11T10:00:00+00:00,Tuesday,Dec,11,2012,10,12,11,2012,BURGLARY,FELONY,G,61,BROOKLYN,N.Y. POLICE DEPT,991058,154541,,,,,799442
802174,6f95e0e6,2011-11-10T14:00:00+00:00,Thursday,Nov,10,2011,14,11,15,2011,GRAND LARCENY,FELONY,E,76,BROOKLYN,N.Y. POLICE DEPT,984958,190022,,,,,802174
802175,74a8a1d3,2011-11-10T14:00:00+00:00,Thursday,Nov,10,2011,14,11,29,2011,GRAND LARCENY,FELONY,B,112,QUEENS,N.Y. POLICE DEPT,1026756,202609,,,,,802175
800514,c08b7cd9,2012-04-13T17:30:00+00:00,Friday,Apr,13,2012,17,4,13,2012,GRAND LARCENY,FELONY,I,6,MANHATTAN,N.Y. POLICE DEPT,982807,209038,,,,,800514
799446,69d47b40,2011-10-28T21:45:00+00:00,Friday,Oct,28,2011,21,10,29,2011,GRAND LARCENY OF MOTOR VEHICLE,FELONY,C,33,MANHATTAN,N.Y. POLICE DEPT,1001795,246381,,,,,799446
799447,21d446cd,2011-10-28T21:47:00+00:00,Friday,Oct,28,2011,21,10,28,2011,ROBBERY,FELONY,B,113,QUEENS,N.Y. POLICE DEPT,1047480,182964,,,,,799447
803100,b819b890,2013-06-13T08:00:00+00:00,Thursday,Jun,13,2013,8,6,13,2013,FELONY ASSAULT,FELONY,D,44,BRONX,N.Y. POLICE DEPT,1004343,243408,,,,,803100
802180,a8e5eab2,2011-11-10T14:15:00+00:00,Thursday,Nov,10,2011,14,11,10,2011,GRAND LARCENY,FELONY,E,70,BROOKLYN,N.Y. POLICE DEPT,991190,168796,,,,,802180
800517,19519312,2012-04-13T17:40:00+00:00,Friday,Apr,13,2012,17,4,13,2012,FELONY ASSAULT,FELONY,P,44,BRONX,N.Y. POLICE DEPT,1006682,243781,,,,,800517
800518,da381a6,2012-04-13T17:45:00+00:00,Friday,Apr,13,2012,17,4,13,2012,GRAND LARCENY,FELONY,E,79,BROOKLYN,N.Y. POLICE DEPT,999304,191541,,,,,800518
802183,eeafa84a,2013-06-13T00:00:00+00:00,Thursday,Jun,13,2013,0,6,14,2013,GRAND LARCENY OF MOTOR VEHICLE,FELONY,C,61,BROOKLYN,N.Y. POLICE DEPT,996288,153398,,,,,802183
799452,70bab51a,2011-10-28T22:00:00+00:00,Friday,Oct,28,2011,22,10,28,2011,ROBBERY,FELONY,E,109,QUEENS,N.Y. POLICE DEPT,1032153,215172,,,,,799452
803105,6c9e97cd,2013-06-13T08:30:00+00:00,Thursday,Jun,13,2013,8,6,18,2013,GRAND LARCENY,FELONY,A,5,MANHATTAN,N.Y. POLICE DEPT,984264,197700,,,,,803105
802185,3088fdd9,2013-06-13T00:00:00+00:00,Thursday,Jun,13,2013,0,6,27,2013,GRAND LARCENY,FELONY,F,1,MANHATTAN,N.Y. POLICE DEPT,982285,201682,,,,,802185
799454,a5668b79,2011-10-28T22:00:00+00:00,Friday,Oct,28,2011,22,10,30,2011,FELONY ASSAULT,FELONY,F,40,BRONX,N.Y. POLICE DEPT,1007895,236433,,,,,799454
802186,c7ea854,2013-06-13T00:01:00+00:00,Thursday,Jun,13,2013,0,6,30,2013,BURGLARY,FELONY,B,63,BROOKLYN,N.Y. POLICE DEPT,1003553,163171,,,,,802186
803108,5f6a6675,2013-06-13T09:00:00+00:00,Thursday,Jun,13,2013,9,6,13,2013,BURGLARY,FELONY,E,42,BRONX,N.Y. POLICE DEPT,1012258,241723,,,,,803108
803109,1e74c24c,2013-06-13T09:00:00+00:00,Thursday,Jun,13,2013,9,6,13,2013,BURGLARY,FELONY,D,47,BRONX,N.Y. POLICE DEPT,1029096,257023,,,,,803109
803110,6361244b,2013-06-13T09:30:00+00:00,Thursday,Jun,13,2013,9,6,13,2013,ROBBERY,FELONY,I,81,BROOKLYN,N.Y. POLICE DEPT,1005698,188005,,,,,803110
802190,e72f63c2,2013-06-13T00:15:00+00:00,Thursday,Jun,13,2013,0,6,13,2013,GRAND LARCENY OF MOTOR VEHICLE,FELONY,H,94,BROOKLYN,N.Y. POLICE DEPT,994673,201533,,,,,802190
803112,c747249d,2012-09-16T14:00:00+00:00,Sunday,Sep,16,2012,14,9,16,2012,GRAND LARCENY,FELONY,B,66,BROOKLYN,N.Y. POLICE DEPT,990297,167243,,,,,803112
799461,7c747204,2011-10-28T22:20:00+00:00,Friday,Oct,28,2011,22,10,28,2011,FELONY ASSAULT,FELONY,E,104,QUEENS,N.Y. POLICE DEPT,1009017,194699,,,,,799461
802194,1946ff22,2013-06-13T01:00:00+00:00,Thursday,Jun,13,2013,1,6,13,2013,FELONY ASSAULT,FELONY,I,103,QUEENS,N.Y. POLICE DEPT,1043340,194984,,,,,802194
799463,e1b84159,2011-10-28T22:30:00+00:00,Friday,Oct,28,2011,22,10,29,2011,BURGLARY,FELONY,A,84,BROOKLYN,N.Y. POLICE DEPT,986346,191345,,,,,799463
802196,46f0909b,2013-06-13T01:00:00+00:00,Thursday,Jun,13,2013,1,6,13,2013,GRAND LARCENY,FELONY,A,46,BRONX,N.Y. POLICE DEPT,1010592,247314,,,,,802196
799465,b0612bc,2013-05-27T08:30:00+00:00,Monday,May,27,2013,8,5,27,2013,GRAND LARCENY,FELONY,C,33,MANHATTAN,N.Y. POLICE DEPT,1001121,246167,,,,,799465
803118,2a831282,2012-09-16T14:00:00+00:00,Sunday,Sep,16,2012,14,9,18,2012,GRAND LARCENY,FELONY,H,94,BROOKLYN,N.Y. POLICE DEPT,994861,201711,,,,,803118
802198,272a758e,2013-06-13T01:25:00+00:00,Thursday,Jun,13,2013,1,6,13,2013,ROBBERY,FELONY,H,109,QUEENS,N.Y. POLICE DEPT,1037716,215848,,,,,802198
803119,eb390547,2012-09-16T14:00:00+00:00,Sunday,Sep,16,2012,14,9,16,2012,GRAND LARCENY,FELONY,B,10,MANHATTAN,N.Y. POLICE DEPT,984602,210686,,,,,803119
800531,78900238,2011-11-29T18:35:00+00:00,Tuesday,Nov,29,2011,18,11,29,2011,ROBBERY,FELONY,D,52,BRONX,N.Y. POLICE DEPT,1012888,254817,,,,,800531
799469,efa73a2c,2013-05-27T09:00:00+00:00,Monday,May,27,2013,9,5,27,2013,BURGLARY,FELONY,D,77,BROOKLYN,N.Y. POLICE DEPT,998567,186140,,,,,799469
800533,4f368cc9,2011-11-29T18:45:00+00:00,Tuesday,Nov,29,2011,18,11,30,2011,BURGLARY,FELONY,K,66,BROOKLYN,N.Y. POLICE DEPT,992247,173768,,,,,800533
803124,a9b3ea7f,2012-09-16T14:00:00+00:00,Sunday,Sep,16,2012,14,9,16,2012,ROBBERY,FELONY,B,48,BRONX,N.Y. POLICE DEPT,1014337,251745,,,,,803124
800536,f971b536,2011-11-29T19:00:00+00:00,Tuesday,Nov,29,2011,19,12,1,2011,GRAND LARCENY,FELONY,C,69,BROOKLYN,N.Y. POLICE DEPT,1010901,172653,,,,,800536
803127,943d1f56,2012-09-16T14:40:00+00:00,Sunday,Sep,16,2012,14,9,16,2012,ROBBERY,FELONY,H,43,BRONX,N.Y. POLICE DEPT,1018728,242744,,,,,803127
800539,df263ae9,2011-11-29T19:00:00+00:00,Tuesday,Nov,29,2011,19,11,30,2011,GRAND LARCENY,FELONY,J,18,MANHATTAN,N.Y. POLICE DEPT,986462,217757,,,,,800539
802254,38cc6612,2012-10-24T14:00:00+00:00,Wednesday,Oct,24,2012,14,10,25,2012,BURGLARY,FELONY,D,26,MANHATTAN,N.Y. POLICE DEPT,995513,236024,,,,,802205
803130,56592f5f,2013-05-23T16:15:00+00:00,Thursday,May,23,2013,16,6,13,2013,GRAND LARCENY,FELONY,J,18,MANHATTAN,N.Y. POLICE DEPT,986918,217654,,,,,803130
799479,c93bafaa,2013-05-27T10:00:00+00:00,Monday,May,27,2013,10,5,29,2013,GRAND LARCENY,FELONY,G,68,BROOKLYN,N.Y. POLICE DEPT,973027,165137,,,,,799479
800543,cbf78d5f,2011-11-29T19:15:00+00:00,Tuesday,Nov,29,2011,19,11,29,2011,GRAND LARCENY,FELONY,A,18,MANHATTAN,N.Y. POLICE DEPT,990503,215519,,,,,800543
799481,7ceb7d72,2013-05-27T10:00:00+00:00,Monday,May,27,2013,10,5,27,2013,GRAND LARCENY,FELONY,E,9,MANHATTAN,N.Y. POLICE DEPT,987193,204417,,,,,799481
800544,7585d9b6,2011-11-29T19:15:00+00:00,Tuesday,Nov,29,2011,19,11,30,2011,GRAND LARCENY,FELONY,,108,QUEENS,N.Y. POLICE DEPT,996793,210001,,,,,800544
803134,8f869fa7,2013-05-23T16:30:00+00:00,Thursday,May,23,2013,16,5,23,2013,GRAND LARCENY,FELONY,B,19,MANHATTAN,N.Y. POLICE DEPT,993497,219869,,,,,803134
800545,d7fed6bd,2011-11-29T19:20:00+00:00,Tuesday,Nov,29,2011,19,11,29,2011,FELONY ASSAULT,FELONY,E,25,MANHATTAN,N.Y. POLICE DEPT,1000682,232834,,,,,800545
803135,754407c4,2013-05-23T16:40:00+00:00,Thursday,May,23,2013,16,5,23,2013,BURGLARY,FELONY,E,41,BRONX,N.Y. POLICE DEPT,1011607,236142,,,,,803135
800546,fd1d37c4,2011-11-29T19:24:00+00:00,Tuesday,Nov,29,2011,19,12,8,2011,GRAND LARCENY,FELONY,K,43,BRONX,N.Y. POLICE DEPT,1024865,243982,,,,,800546
803136,aec3c0db,2013-05-23T16:40:00+00:00,Thursday,May,23,2013,16,5,24,2013,GRAND LARCENY,FELONY,C,43,BRONX,N.Y. POLICE DEPT,1023380,239329,,,,,803136
800547,6e22318e,2011-11-29T19:34:00+00:00,Tuesday,Nov,29,2011,19,12,1,2011,FELONY ASSAULT,FELONY,E,75,BROOKLYN,N.Y. HOUSING POLICE,1012448,182122,,,,,800547
803139,30b621c6,2013-05-23T16:50:00+00:00,Thursday,May,23,2013,16,5,23,2013,ROBBERY,FELONY,K,19,MANHATTAN,N.Y. POLICE DEPT,999095,222333,,,,,803139
800550,58c3183c,2011-11-29T19:55:00+00:00,Tuesday,Nov,29,2011,19,11,29,2011,FELONY ASSAULT,FELONY,D,70,BROOKLYN,N.Y. POLICE DEPT,996418,166814,,,,,800550
803142,a8ed944f,2013-05-23T17:00:00+00:00,Thursday,May,23,2013,17,5,24,2013,GRAND LARCENY,FELONY,H,42,BRONX,N.Y. POLICE DEPT,1011428,241254,,,,,803142
799491,4fc15e3d,2012-08-26T19:00:00+00:00,Sunday,Aug,26,2012,19,8,26,2012,BURGLARY,FELONY,B,60,BROOKLYN,N.Y. POLICE DEPT,990922,149184,,,,,799491
803145,677e56f6,2013-05-23T17:10:00+00:00,Thursday,May,23,2013,17,5,23,2013,FELONY ASSAULT,FELONY,D,110,QUEENS,N.Y. POLICE DEPT,1017570,209659,,,,,803145
800555,8ec939e1,2014-03-19T21:00:00+00:00,Wednesday,Mar,19,2014,21,3,21,2014,BURGLARY,FELONY,H,60,BROOKLYN,OTHER,982228,148555,,,,,800555
800556,23dad3bb,2014-03-19T21:00:00+00:00,Wednesday,Mar,19,2014,21,3,20,2014,BURGLARY,FELONY,E,63,BROOKLYN,N.Y. POLICE DEPT,1005617,166564,,,,,800556
800557,60716ff5,2014-03-19T21:00:00+00:00,Wednesday,Mar,19,2014,21,3,19,2014,GRAND LARCENY,FELONY,G,67,BROOKLYN,N.Y. POLICE DEPT,1003568,176728,,,,,800557
799498,19f41c6,2012-08-26T20:00:00+00:00,Sunday,Aug,26,2012,20,8,27,2012,BURGLARY,FELONY,B,104,QUEENS,N.Y. POLICE DEPT,1011005,194113,,,,,799498
803150,1028d391,2012-10-24T16:30:00+00:00,Wednesday,Oct,24,2012,16,10,24,2012,GRAND LARCENY,FELONY,I,40,BRONX,N.Y. POLICE DEPT,1004978,235179,,,,,803150
800561,fbab1bb0,2014-03-19T21:00:00+00:00,Wednesday,Mar,19,2014,21,3,21,2014,GRAND LARCENY,FELONY,G,17,MANHATTAN,N.Y. POLICE DEPT,992508,215451,,,,,800561
803152,d490955b,2012-10-24T16:30:00+00:00,Wednesday,Oct,24,2012,16,10,24,2012,GRAND LARCENY,FELONY,J,50,BRONX,N.Y. POLICE DEPT,1010939,270569,,,,,803152
802220,3e233c06,2012-09-16T09:30:00+00:00,Sunday,Sep,16,2012,9,9,16,2012,BURGLARY,FELONY,D,41,BRONX,N.Y. POLICE DEPT,1015558,236616,,,,,802221
800563,af08c619,2014-03-19T21:30:00+00:00,Wednesday,Mar,19,2014,21,3,21,2014,FELONY ASSAULT,FELONY,B,61,BROOKLYN,N.Y. POLICE DEPT,1002143,154244,,,,,800563
802222,786206d,2012-09-16T10:00:00+00:00,Sunday,Sep,16,2012,10,9,17,2012,GRAND LARCENY,FELONY,C,68,BROOKLYN,N.Y. POLICE DEPT,981179,168586,,,,,802223
803156,3b0acc6e,2012-10-24T16:57:00+00:00,Wednesday,Oct,24,2012,16,10,24,2012,FELONY ASSAULT,FELONY,B,5,MANHATTAN,N.Y. POLICE DEPT,985375,199253,,,,,803156
802223,4d3261f1,2013-05-23T12:00:00+00:00,Thursday,May,23,2013,12,5,23,2013,FELONY ASSAULT,FELONY,B,25,MANHATTAN,N.Y. POLICE DEPT,1001949,231211,,,,,802224
800565,4d8223ca,2014-03-19T21:30:00+00:00,Wednesday,Mar,19,2014,21,3,19,2014,GRAND LARCENY,FELONY,G,18,MANHATTAN,N.Y. POLICE DEPT,989202,217133,,,,,800565
803158,6.19E+08,2012-10-24T17:00:00+00:00,Wednesday,Oct,24,2012,17,10,25,2012,BURGLARY,FELONY,K,75,BROOKLYN,N.Y. POLICE DEPT,1016007,180957,,,,,803158
802225,be36fc7f,2013-05-23T12:00:00+00:00,Thursday,May,23,2013,12,10,7,2013,GRAND LARCENY,FELONY,I,52,BRONX,N.Y. POLICE DEPT,1015814,259929,,,,,802226
803159,efa0e4f3,2012-10-24T17:00:00+00:00,Wednesday,Oct,24,2012,17,10,25,2012,FELONY ASSAULT,FELONY,C,76,BROOKLYN,N.Y. POLICE DEPT,983729,189473,,,,,803159
803161,6a6b4bbf,2012-10-24T17:00:00+00:00,Wednesday,Oct,24,2012,17,10,24,2012,FELONY ASSAULT,FELONY,A,7,MANHATTAN,N.Y. POLICE DEPT,986757,198335,,,,,803161
802228,8f91cd8f,2013-05-23T12:30:00+00:00,Thursday,May,23,2013,12,5,23,2013,FELONY ASSAULT,FELONY,J,67,BROOKLYN,N.Y. POLICE DEPT,1004559,176214,,,,,802229
803164,66a4fb90,2012-10-24T17:00:00+00:00,Wednesday,Oct,24,2012,17,11,9,2012,GRAND LARCENY,FELONY,F,111,QUEENS,N.Y. POLICE DEPT,1052641,214141,,,,,803164
802231,aa93b4dc,2013-05-23T12:40:00+00:00,Thursday,May,23,2013,12,5,23,2013,FELONY ASSAULT,FELONY,I,43,BRONX,N.Y. POLICE DEPT,1020124,243766,,,,,802232
803166,decad5c1,2012-10-24T17:00:00+00:00,Wednesday,Oct,24,2012,17,11,15,2012,GRAND LARCENY OF MOTOR VEHICLE,FELONY,C,114,QUEENS,N.Y. POLICE DEPT,1006874,215110,,,,,803166
800571,2c5bac54,2012-01-18T16:00:00+00:00,Wednesday,Jan,18,2012,16,3,18,2012,GRAND LARCENY,FELONY,F,78,BROOKLYN,N.Y. POLICE DEPT,988079,181674,,,,,800571
803168,2f556ce5,2012-10-24T17:00:00+00:00,Wednesday,Oct,24,2012,17,11,21,2012,GRAND LARCENY,FELONY,H,52,BRONX,N.Y. POLICE DEPT,1015140,255733,,,,,803168
802234,f9e9eac8,2013-05-23T13:00:00+00:00,Thursday,May,23,2013,13,5,25,2013,FELONY ASSAULT,FELONY,C,62,BROOKLYN,N.Y. POLICE DEPT,984619,156878,,,,,802235
803170,f5961f13,2015-03-26T05:20:00+00:00,Thursday,Mar,26,2015,5,3,26,2015,BURGLARY,FELONY,H,62,BROOKLYN,N.Y. POLICE DEPT,986337,166039,,,,,803170
802235,3cda1748,2013-05-23T13:00:00+00:00,Thursday,May,23,2013,13,6,13,2013,GRAND LARCENY,FELONY,H,73,BROOKLYN,N.Y. POLICE DEPT,1009141,183299,,,,,802236
802236,777db096,2013-05-23T13:00:00+00:00,Thursday,May,23,2013,13,5,23,2013,ROBBERY,FELONY,H,75,BROOKLYN,N.Y. POLICE DEPT,1017734,186855,,,,,802237
802238,2969b518,2013-05-23T13:00:00+00:00,Thursday,May,23,2013,13,5,24,2013,GRAND LARCENY,FELONY,H,111,QUEENS,N.Y. POLICE DEPT,1043268,217582,,,,,802239
803175,bcc541ad,2015-03-26T07:00:00+00:00,Thursday,Mar,26,2015,7,3,26,2015,GRAND LARCENY,FELONY,P,73,BROOKLYN,N.Y. POLICE DEPT,1008239,178970,,,,,803175
803177,9972bfc0,2015-03-26T07:30:00+00:00,Thursday,Mar,26,2015,7,3,29,2015,ROBBERY,FELONY,C,61,BROOKLYN,N.Y. POLICE DEPT,998150,154850,,,,,803177
803178,94403517,2015-03-26T07:30:00+00:00,Thursday,Mar,26,2015,7,3,26,2015,BURGLARY,FELONY,I,105,QUEENS,N.Y. POLICE DEPT,1053875,197634,,,,,803178
803179,8e3ef1b3,2015-03-26T07:30:00+00:00,Thursday,Mar,26,2015,7,3,26,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,B,46,BRONX,N.Y. POLICE DEPT,1011330,249447,,,,,803179
803181,50eb31ac,2015-03-26T08:00:00+00:00,Thursday,Mar,26,2015,8,5,2,2015,GRAND LARCENY,FELONY,I,106,QUEENS,N.Y. POLICE DEPT,1038236,183953,,,,,803181
803184,a0f0c619,2015-03-26T08:00:00+00:00,Thursday,Mar,26,2015,8,4,2,2015,GRAND LARCENY,FELONY,C,33,MANHATTAN,N.Y. POLICE DEPT,1002016,248093,,,,,803184
802247,f204133,2012-10-24T13:45:00+00:00,Wednesday,Oct,24,2012,13,10,24,2012,ROBBERY,FELONY,N,67,BROOKLYN,N.Y. POLICE DEPT,1004538,181013,,,,,802248
802248,73527867,2012-10-24T13:45:00+00:00,Wednesday,Oct,24,2012,13,10,24,2012,ROBBERY,FELONY,I,23,MANHATTAN,N.Y. HOUSING POLICE,999584,230371,,,,,802249
802250,adb05eec,2012-10-24T14:00:00+00:00,Wednesday,Oct,24,2012,14,10,25,2012,BURGLARY,FELONY,K,75,BROOKLYN,N.Y. POLICE DEPT,1017873,182689,,,,,802251
803188,7a6c98f,2015-03-26T09:00:00+00:00,Thursday,Mar,26,2015,9,3,31,2015,GRAND LARCENY,FELONY,A,10,MANHATTAN,N.Y. POLICE DEPT,983544,209704,,,,,803188
802253,b2353899,2012-10-24T14:00:00+00:00,Wednesday,Oct,24,2012,14,10,25,2012,GRAND LARCENY OF MOTOR VEHICLE,FELONY,G,115,QUEENS,N.Y. POLICE DEPT,1016587,213248,,,,,802254
803191,c55ef79a,2012-09-30T18:00:00+00:00,Sunday,Sep,30,2012,18,9,30,2012,BURGLARY,FELONY,C,111,QUEENS,N.Y. POLICE DEPT,1061359,217052,,,,,803191
802257,d1d903d2,2012-10-24T14:10:00+00:00,Wednesday,Oct,24,2012,14,10,25,2012,BURGLARY,FELONY,A,34,MANHATTAN,N.Y. POLICE DEPT,1003143,250782,,,,,802257
803194,fe45577,2012-09-30T18:13:00+00:00,Sunday,Sep,30,2012,18,9,30,2012,GRAND LARCENY,FELONY,T,120,STATEN ISLAND,N.Y. POLICE DEPT,938881,167697,,,,,803194
800588,7c648e00,2012-01-18T17:00:00+00:00,Wednesday,Jan,18,2012,17,1,21,2013,BURGLARY,FELONY,F,32,MANHATTAN,N.Y. POLICE DEPT,1002091,238552,,,,,800588
802259,db0f9e33,2012-10-24T14:20:00+00:00,Wednesday,Oct,24,2012,14,10,24,2012,FELONY ASSAULT,FELONY,E,32,MANHATTAN,N.Y. POLICE DEPT,1000871,237255,,,,,802259
803196,5.29E+273,2012-09-30T18:23:00+00:00,Sunday,Sep,30,2012,18,9,30,2012,ROBBERY,FELONY,D,46,BRONX,N.Y. POLICE DEPT,1013494,253347,,,,,803196
803200,97564b70,2012-09-30T19:00:00+00:00,Sunday,Sep,30,2012,19,10,5,2012,GRAND LARCENY OF MOTOR VEHICLE,FELONY,G,76,BROOKLYN,N.Y. POLICE DEPT,987977,188618,,,,,803200
802264,93603ad5,2015-02-18T20:15:00+00:00,Wednesday,Feb,18,2015,20,2,19,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,H,50,BRONX,N.Y. POLICE DEPT,1009837,261515,,,,,802264
803203,26c1edf1,2012-09-30T19:15:00+00:00,Sunday,Sep,30,2012,19,10,1,2012,GRAND LARCENY,FELONY,D,78,BROOKLYN,N.Y. TRANSIT POLICE,991724,186291,,,,,803203
802267,1dcd53a1,2015-02-18T20:40:00+00:00,Wednesday,Feb,18,2015,20,2,18,2015,ROBBERY,FELONY,E,47,BRONX,N.Y. POLICE DEPT,1024369,261968,,,,,802267
803206,682b6656,2012-09-30T19:30:00+00:00,Sunday,Sep,30,2012,19,10,1,2012,GRAND LARCENY OF MOTOR VEHICLE,FELONY,E,112,QUEENS,N.Y. POLICE DEPT,1026687,207210,,,,,803206
803207,bbea68c,2012-09-30T19:30:00+00:00,Sunday,Sep,30,2012,19,10,1,2012,GRAND LARCENY OF MOTOR VEHICLE,FELONY,E,20,MANHATTAN,N.Y. POLICE DEPT,988878,223979,,,,,803207
802271,a7141e59,2015-02-18T20:56:00+00:00,Wednesday,Feb,18,2015,20,2,18,2015,FELONY ASSAULT,FELONY,C,30,MANHATTAN,N.Y. POLICE DEPT,998235,239902,,,,,802271
802272,d522c9a6,2015-02-18T20:57:00+00:00,Wednesday,Feb,18,2015,20,2,18,2015,GRAND LARCENY,FELONY,A,112,QUEENS,N.Y. POLICE DEPT,1027371,201895,,,,,802272
800598,ecdea5d6,2012-07-26T13:40:00+00:00,Thursday,Jul,26,2012,13,7,26,2012,FELONY ASSAULT,FELONY,K,32,MANHATTAN,N.Y. HOUSING POLICE,1000001,238478,,,,,800598
802275,9b0e9fd9,2015-02-18T21:00:00+00:00,Wednesday,Feb,18,2015,21,2,19,2015,GRAND LARCENY,FELONY,J,90,BROOKLYN,N.Y. POLICE DEPT,1001417,199356,,,,,802275
800600,cd1f961a,2012-07-26T14:00:00+00:00,Thursday,Jul,26,2012,14,7,26,2012,GRAND LARCENY,FELONY,H,102,QUEENS,N.Y. POLICE DEPT,1025768,195085,,,,,800600
800601,cfe4835e,2012-07-26T14:00:00+00:00,Thursday,Jul,26,2012,14,7,27,2012,GRAND LARCENY,FELONY,G,13,MANHATTAN,N.Y. POLICE DEPT,985572,207670,,,,,800601
803216,2dd1c743,2014-11-14T17:20:00+00:00,Friday,Nov,14,2014,17,11,14,2014,ROBBERY,FELONY,J,43,BRONX,N.Y. POLICE DEPT,1021336,243593,,,,,803216
800602,7c67ec4f,2012-07-26T14:00:00+00:00,Thursday,Jul,26,2012,14,8,3,2012,BURGLARY,FELONY,N,105,QUEENS,N.Y. POLICE DEPT,1066306,209507,,,,,800602
802280,7b86381c,2015-02-18T21:31:00+00:00,Wednesday,Feb,18,2015,21,2,19,2015,FELONY ASSAULT,FELONY,G,52,BRONX,N.Y. POLICE DEPT,1014730,253814,,,,,802280
803218,31613ea9,2014-11-14T17:30:00+00:00,Friday,Nov,14,2014,17,11,15,2014,GRAND LARCENY,FELONY,C,76,BROOKLYN,N.Y. POLICE DEPT,982936,188240,,,,,803218
800604,ce174f72,2012-07-26T14:00:00+00:00,Thursday,Jul,26,2012,14,7,27,2012,BURGLARY,FELONY,B,41,BRONX,N.Y. POLICE DEPT,1013232,236725,,,,,800604
802283,2d04fd0a,2015-02-18T21:50:00+00:00,Wednesday,Feb,18,2015,21,2,18,2015,FELONY ASSAULT,FELONY,B,25,MANHATTAN,N.Y. POLICE DEPT,1001375,231978,,,,,802283
800605,874245fc,2012-07-26T14:20:00+00:00,Thursday,Jul,26,2012,14,7,26,2012,ROBBERY,FELONY,F,62,BROOKLYN,N.Y. POLICE DEPT,986449,161714,,,,,800605
