objectid,identifier,occurrence_date,day_of_week,occurrence_month,occurrence_day,occurrence_year,occurrence_hour,compstat_month,compstat_day,compstat_year,offense,offense_classification,sector,precinct,borough,jurisdiction,xcoordinate,ycoordinate,location_1_zip,location_1_city,location_1_state,location_1_address,serialid
795844,7520a7f5,2013-05-11T12:30:00+00:00,Saturday,May,11,2013,12,5,11,2013,GRAND LARCENY,FELONY,G,19,MANHATTAN,N.Y. POLICE DEPT,994709,218899,,,,,795844
793178,e9df1b63,2013-05-03T17:00:00+00:00,Friday,May,3,2013,17,5,4,2013,GRAND LARCENY,FELONY,K,61,BROOKLYN,N.Y. POLICE DEPT,996989,161687,,,,,793178
794325,fdd4a3c3,2011-10-28T02:54:00+00:00,Friday,Oct,28,2011,2,2,9,2012,GRAND LARCENY,FELONY,A,34,MANHATTAN,N.Y. POLICE DEPT,1003665,248822,,,,,794325
794331,670bd239,2013-05-11T02:10:00+00:00,Saturday,May,11,2013,2,5,11,2013,ROBBERY,FELONY,G,115,QUEENS,N.Y. POLICE DEPT,1014580,211500,,,,,794331
793186,465e1b0f,2012-09-26T15:40:00+00:00,Wednesday,Sep,26,2012,15,9,26,2012,GRAND LARCENY,FELONY,A,14,MANHATTAN,N.Y. POLICE DEPT,988833,210437,,,,,793186
796528,fb4dbec3,2015-01-22T11:00:00+00:00,Thursday,Jan,22,2015,11,1,22,2015,BURGLARY,FELONY,B,94,BROOKLYN,N.Y. POLICE DEPT,1000470,203282,,,,,796528
793188,7b128cef,2012-09-26T15:50:00+00:00,Wednesday,Sep,26,2012,15,9,26,2012,ROBBERY,FELONY,I,104,QUEENS,N.Y. POLICE DEPT,1007583,197097,,,,,793188
793189,6d74bbdd,2012-09-26T15:50:00+00:00,Wednesday,Sep,26,2012,15,9,26,2012,BURGLARY,FELONY,B,94,BROOKLYN,N.Y. POLICE DEPT,1000038,202516,,,,,793189
796530,676e6e61,2015-01-22T11:00:00+00:00,Thursday,Jan,22,2015,11,1,22,2015,GRAND LARCENY,FELONY,B,46,BRONX,N.Y. POLICE DEPT,1010845,249071,,,,,796530
794337,1527c80a,2013-05-11T03:00:00+00:00,Saturday,May,11,2013,3,5,11,2013,GRAND LARCENY OF MOTOR VEHICLE,FELONY,M,105,QUEENS,N.Y. POLICE DEPT,1059329,202963,,,,,794337
796531,2d2edfab,2015-01-22T11:02:00+00:00,Thursday,Jan,22,2015,11,1,22,2015,GRAND LARCENY,FELONY,,100,QUEENS,N.Y. POLICE DEPT,1035212,152992,,,,,796531
793193,eccad3a,2012-09-26T16:00:00+00:00,Wednesday,Sep,26,2012,16,9,26,2012,ROBBERY,FELONY,B,72,BROOKLYN,N.Y. POLICE DEPT,985134,183081,,,,,793193
794339,204855fe,2013-05-11T03:00:00+00:00,Saturday,May,11,2013,3,5,11,2013,FELONY ASSAULT,FELONY,H,14,MANHATTAN,N.Y. POLICE DEPT,987472,214939,,,,,794339
796533,eacdcfba,2015-01-22T11:20:00+00:00,Thursday,Jan,22,2015,11,3,7,2015,GRAND LARCENY,FELONY,E,42,BRONX,N.Y. POLICE DEPT,1013048,241141,,,,,796533
793196,f292a833,2012-09-26T16:00:00+00:00,Wednesday,Sep,26,2012,16,9,27,2012,GRAND LARCENY,FELONY,T,109,QUEENS,N.Y. POLICE DEPT,1039609,227527,,,,,793196
794342,d52b0e29,2013-05-11T03:05:00+00:00,Saturday,May,11,2013,3,5,11,2013,FELONY ASSAULT,FELONY,D,115,QUEENS,N.Y. POLICE DEPT,1017155,217650,,,,,794342
794344,8383598a,2013-05-11T03:10:00+00:00,Saturday,May,11,2013,3,5,11,2013,GRAND LARCENY,FELONY,E,6,MANHATTAN,N.Y. POLICE DEPT,983725,206175,,,,,794344
793199,59b69c57,2012-09-26T16:00:00+00:00,Wednesday,Sep,26,2012,16,9,26,2012,ROBBERY,FELONY,D,34,MANHATTAN,N.Y. POLICE DEPT,1006445,255565,,,,,793199
796536,c903942a,2015-01-22T11:30:00+00:00,Thursday,Jan,22,2015,11,1,22,2015,GRAND LARCENY,FELONY,I,40,BRONX,N.Y. POLICE DEPT,1006659,236323,,,,,796536
794347,ebf77b4c,2013-05-11T03:30:00+00:00,Saturday,May,11,2013,3,5,11,2013,FELONY ASSAULT,FELONY,I,115,QUEENS,N.Y. POLICE DEPT,1020814,214301,,,,,794347
794348,ac57019c,2013-05-11T03:30:00+00:00,Saturday,May,11,2013,3,5,11,2013,FELONY ASSAULT,FELONY,I,115,QUEENS,N.Y. POLICE DEPT,1020814,214301,,,,,794348
796538,a75143de,2015-01-22T11:50:00+00:00,Thursday,Jan,22,2015,11,1,23,2015,ROBBERY,FELONY,A,110,QUEENS,N.Y. POLICE DEPT,1016738,211132,,,,,796538
796539,cdadab51,2015-01-22T11:55:00+00:00,Thursday,Jan,22,2015,11,1,22,2015,GRAND LARCENY,FELONY,B,5,MANHATTAN,N.Y. POLICE DEPT,986003,199706,,,,,796539
794351,8ad66049,2012-07-09T16:30:00+00:00,Monday,Jul,9,2012,16,7,10,2012,GRAND LARCENY,FELONY,A,7,MANHATTAN,N.Y. POLICE DEPT,987595,199497,,,,,794351
794352,a386a2bf,2012-07-09T16:30:00+00:00,Monday,Jul,9,2012,16,7,9,2012,GRAND LARCENY,FELONY,D,10,MANHATTAN,N.Y. POLICE DEPT,982304,212118,,,,,794352
793208,59246031,2014-11-26T15:00:00+00:00,Wednesday,Nov,26,2014,15,11,26,2014,FELONY ASSAULT,FELONY,A,7,MANHATTAN,N.Y. HOUSING POLICE,987063,198657,,,,,793208
796542,42074202,2012-09-23T07:50:00+00:00,Sunday,Sep,23,2012,7,9,23,2012,FELONY ASSAULT,FELONY,D,69,BROOKLYN,N.Y. POLICE DEPT,1011530,173189,,,,,796542
794356,7247f8bd,2012-07-09T17:00:00+00:00,Monday,Jul,9,2012,17,7,10,2012,GRAND LARCENY,FELONY,D,13,MANHATTAN,N.Y. POLICE DEPT,989616,209709,,,,,794356
793211,47415759,2014-11-26T15:00:00+00:00,Wednesday,Nov,26,2014,15,12,5,2014,BURGLARY,FELONY,B,52,BRONX,N.Y. POLICE DEPT,1010153,253042,,,,,793211
796544,823cbdb,2012-09-23T08:00:00+00:00,Sunday,Sep,23,2012,8,9,23,2012,BURGLARY,FELONY,C,69,BROOKLYN,N.Y. POLICE DEPT,1011162,172356,,,,,796544
794359,223f9ea0,2012-07-09T17:05:00+00:00,Monday,Jul,9,2012,17,7,9,2012,ROBBERY,FELONY,E,25,MANHATTAN,N.Y. POLICE DEPT,1001980,236231,,,,,794359
796545,996e7065,2012-09-23T08:00:00+00:00,Sunday,Sep,23,2012,8,10,13,2012,GRAND LARCENY,FELONY,N,67,BROOKLYN,N.Y. POLICE DEPT,1004796,180307,,,,,796545
794361,7a17c08,2012-07-09T17:29:00+00:00,Monday,Jul,9,2012,17,7,9,2012,GRAND LARCENY,FELONY,H,1,MANHATTAN,N.Y. POLICE DEPT,984005,202749,,,,,794361
793216,dd634d13,2014-11-26T15:24:00+00:00,Wednesday,Nov,26,2014,15,11,26,2014,FELONY ASSAULT,FELONY,I,90,BROOKLYN,N.Y. HOUSING POLICE,999140,198195,,,,,793216
796547,fccfc89c,2012-09-23T08:00:00+00:00,Sunday,Sep,23,2012,8,9,23,2012,GRAND LARCENY OF MOTOR VEHICLE,FELONY,F,19,MANHATTAN,N.Y. POLICE DEPT,993950,217531,,,,,796547
794364,35138017,2012-07-09T17:45:00+00:00,Monday,Jul,9,2012,17,7,9,2012,FELONY ASSAULT,FELONY,D,110,QUEENS,N.Y. POLICE DEPT,1019626,210621,,,,,794364
793220,87af7453,2014-11-26T15:45:00+00:00,Wednesday,Nov,26,2014,15,11,27,2014,GRAND LARCENY,FELONY,A,112,QUEENS,N.Y. TRANSIT POLICE,1031029,199612,,,,,793220
793221,aa0e1667,2014-11-26T16:00:00+00:00,Wednesday,Nov,26,2014,16,11,26,2014,GRAND LARCENY,FELONY,F,72,BROOKLYN,N.Y. POLICE DEPT,980982,173796,,,,,793221
796550,c540bf11,2012-09-23T09:00:00+00:00,Sunday,Sep,23,2012,9,9,25,2012,GRAND LARCENY,FELONY,A,107,QUEENS,N.Y. POLICE DEPT,1034869,197801,,,,,796550
793223,afb5fb73,2014-11-26T16:00:00+00:00,Wednesday,Nov,26,2014,16,12,17,2014,GRAND LARCENY,FELONY,A,83,BROOKLYN,N.Y. POLICE DEPT,1010438,187480,,,,,793223
795857,fd87d7ed,2012-08-26T00:00:00+00:00,Sunday,Aug,26,2012,0,8,26,2012,ROBBERY,FELONY,D,101,QUEENS,N.Y. POLICE DEPT,1053185,159283,,,,,795857
794370,4494fbf5,2013-05-03T20:00:00+00:00,Friday,May,3,2013,20,5,22,2013,GRAND LARCENY,FELONY,D,6,MANHATTAN,N.Y. POLICE DEPT,986618,207098,,,,,794370
793226,f87c7cf5,2012-09-08T15:00:00+00:00,Saturday,Sep,8,2012,15,9,8,2012,ROBBERY,FELONY,J,43,BRONX,N.Y. POLICE DEPT,1023713,245363,,,,,793226
795860,a727d675,2012-08-26T00:01:00+00:00,Sunday,Aug,26,2012,0,12,1,2012,BURGLARY,FELONY,B,61,BROOKLYN,N.Y. POLICE DEPT,998391,153193,,,,,795860
795862,8cace0e1,2012-08-26T00:01:00+00:00,Sunday,Aug,26,2012,0,9,10,2012,GRAND LARCENY,FELONY,A,107,QUEENS,N.Y. POLICE DEPT,1035063,198373,,,,,795862
793229,d5072b61,2012-09-08T15:20:00+00:00,Saturday,Sep,8,2012,15,9,8,2012,FELONY ASSAULT,FELONY,F,106,QUEENS,N.Y. POLICE DEPT,1032896,189652,,,,,793229
795865,d3878d40,2012-08-26T00:30:00+00:00,Sunday,Aug,26,2012,0,8,26,2012,GRAND LARCENY,FELONY,P,79,BROOKLYN,N.Y. POLICE DEPT,995443,189590,,,,,795865
795866,f41fe706,2012-08-26T00:30:00+00:00,Sunday,Aug,26,2012,0,8,27,2012,GRAND LARCENY OF MOTOR VEHICLE,FELONY,J,104,QUEENS,N.Y. POLICE DEPT,1010837,204463,,,,,795866
793233,f680ebf5,2012-09-08T15:40:00+00:00,Saturday,Sep,8,2012,15,9,8,2012,ROBBERY,FELONY,A,112,QUEENS,N.Y. POLICE DEPT,1028322,200773,,,,,793233
793234,b8ce22b2,2012-09-08T15:45:00+00:00,Saturday,Sep,8,2012,15,9,8,2012,GRAND LARCENY,FELONY,C,13,MANHATTAN,N.Y. POLICE DEPT,987428,206807,,,,,793234
795870,45886f8a,2012-08-26T00:45:00+00:00,Sunday,Aug,26,2012,0,8,26,2012,GRAND LARCENY,FELONY,C,14,MANHATTAN,N.Y. POLICE DEPT,987958,210923,,,,,795870
793237,93175522,2012-09-08T15:55:00+00:00,Saturday,Sep,8,2012,15,9,8,2012,GRAND LARCENY,FELONY,E,120,STATEN ISLAND,N.Y. POLICE DEPT,963248,173085,,,,,793237
795873,84a6270e,2012-08-26T00:57:00+00:00,Sunday,Aug,26,2012,0,8,26,2012,FELONY ASSAULT,FELONY,E,43,BRONX,N.Y. POLICE DEPT,1018254,239491,,,,,795873
793240,58424646,2012-09-08T16:00:00+00:00,Saturday,Sep,8,2012,16,9,8,2012,GRAND LARCENY,FELONY,D,52,BRONX,N.Y. POLICE DEPT,1012903,253472,,,,,793240
795876,d5563726,2012-08-26T01:00:00+00:00,Sunday,Aug,26,2012,1,8,26,2012,GRAND LARCENY,FELONY,J,90,BROOKLYN,N.Y. POLICE DEPT,1001675,196385,,,,,795876
794386,f7931f14,2013-05-03T21:16:00+00:00,Friday,May,3,2013,21,5,3,2013,FELONY ASSAULT,FELONY,E,44,BRONX,N.Y. POLICE DEPT,1004341,243150,,,,,794386
793245,7fc919af,2014-10-10T14:30:00+00:00,Friday,Oct,10,2014,14,10,10,2014,FELONY ASSAULT,FELONY,E,49,BRONX,N.Y. HOUSING POLICE,1022486,252197,,,,,793245
795879,e47554bd,2013-05-04T02:30:00+00:00,Saturday,May,4,2013,2,5,4,2013,BURGLARY,FELONY,B,63,BROOKLYN,N.Y. POLICE DEPT,1002497,163810,,,,,795879
794390,23c4cc9d,2012-09-26T19:45:00+00:00,Wednesday,Sep,26,2012,19,9,26,2012,GRAND LARCENY,FELONY,F,19,MANHATTAN,N.Y. POLICE DEPT,993570,216847,,,,,794390
794397,e8e3d529,2012-09-26T20:00:00+00:00,Wednesday,Sep,26,2012,20,9,28,2012,ROBBERY,FELONY,F,44,BRONX,N.Y. POLICE DEPT,1005507,241210,,,,,794397
793254,9b861cb0,2014-10-10T15:00:00+00:00,Friday,Oct,10,2014,15,10,13,2014,BURGLARY,FELONY,E,13,MANHATTAN,N.Y. POLICE DEPT,987797,209076,,,,,793254
795889,489a52db,2013-05-04T03:10:00+00:00,Saturday,May,4,2013,3,5,4,2013,ROBBERY,FELONY,B,5,MANHATTAN,N.Y. POLICE DEPT,984588,198764,,,,,795889
793257,843733de,2014-10-10T15:00:00+00:00,Friday,Oct,10,2014,15,10,10,2014,BURGLARY,FELONY,H,109,QUEENS,N.Y. POLICE DEPT,1038190,215368,,,,,793257
793259,39cbc290,2014-10-10T15:00:00+00:00,Friday,Oct,10,2014,15,11,4,2014,GRAND LARCENY,FELONY,I,40,BRONX,N.Y. POLICE DEPT,1007217,234877,,,,,793259
795892,47320b9d,2013-05-04T03:25:00+00:00,Saturday,May,4,2013,3,5,4,2013,FELONY ASSAULT,FELONY,E,79,BROOKLYN,N.Y. POLICE DEPT,998335,192625,,,,,795892
794405,555dfb4f,2012-09-26T20:50:00+00:00,Wednesday,Sep,26,2012,20,9,26,2012,ROBBERY,FELONY,H,77,BROOKLYN,N.Y. POLICE DEPT,1000670,184278,,,,,794405
793262,5f4e0cb0,2014-10-10T15:30:00+00:00,Friday,Oct,10,2014,15,10,10,2014,ROBBERY,FELONY,D,120,STATEN ISLAND,N.Y. POLICE DEPT,962575,167629,,,,,793262
793263,795ec590,2014-10-10T15:30:00+00:00,Friday,Oct,10,2014,15,10,15,2014,FELONY ASSAULT,FELONY,G,17,MANHATTAN,N.Y. POLICE DEPT,992887,216136,,,,,793263
795896,a665167d,2013-05-04T03:30:00+00:00,Saturday,May,4,2013,3,5,4,2013,FELONY ASSAULT,FELONY,D,114,QUEENS,N.Y. POLICE DEPT,1007977,217884,,,,,795896
793264,b5835a1b,2012-02-16T23:30:00+00:00,Thursday,Feb,16,2012,23,2,17,2012,GRAND LARCENY,FELONY,C,18,MANHATTAN,N.Y. POLICE DEPT,992252,217131,,,,,793264
795898,a3c2260e,2012-10-16T02:15:00+00:00,Tuesday,Oct,16,2012,2,11,16,2012,GRAND LARCENY,FELONY,C,7,MANHATTAN,N.Y. POLICE DEPT,987900,200863,,,,,795898
793266,f7db3b98,2012-02-16T23:35:00+00:00,Thursday,Feb,16,2012,23,2,22,2012,FELONY ASSAULT,FELONY,C,103,QUEENS,N.Y. POLICE DEPT,1043809,197942,,,,,793266
794412,dfa04212,2014-11-26T19:00:00+00:00,Wednesday,Nov,26,2014,19,11,26,2014,GRAND LARCENY,FELONY,C,111,QUEENS,N.Y. POLICE DEPT,1056808,214666,,,,,794412
795900,96fbfb46,2012-10-16T03:00:00+00:00,Tuesday,Oct,16,2012,3,10,16,2012,RAPE,FELONY,G,63,BROOKLYN,N.Y. POLICE DEPT,1000448,168068,,,,,795900
793268,251962c7,2012-02-16T23:56:00+00:00,Thursday,Feb,16,2012,23,2,17,2012,FELONY ASSAULT,FELONY,J,70,BROOKLYN,N.Y. POLICE DEPT,994793,176795,,,,,793268
796580,29a99fd2,2014-11-12T07:45:00+00:00,Wednesday,Nov,12,2014,7,11,12,2014,BURGLARY,FELONY,C,104,QUEENS,N.Y. POLICE DEPT,1023245,195445,,,,,796580
795902,9465e1f5,2012-10-16T03:00:00+00:00,Tuesday,Oct,16,2012,3,10,16,2012,GRAND LARCENY,FELONY,E,23,MANHATTAN,N.Y. TRANSIT POLICE,999643,228852,,,,,795902
793270,c6354ce2,2012-03-09T00:00:00+00:00,Friday,Mar,9,2012,0,3,25,2012,GRAND LARCENY,FELONY,,123,STATEN ISLAND,N.Y. POLICE DEPT,927666,127191,,,,,793270
794416,d27625d4,2014-11-26T19:15:00+00:00,Wednesday,Nov,26,2014,19,11,26,2014,FELONY ASSAULT,FELONY,C,101,QUEENS,N.Y. HOUSING POLICE,1053494,161530,,,,,794416
795904,519546f1,2012-10-16T03:10:00+00:00,Tuesday,Oct,16,2012,3,10,16,2012,FELONY ASSAULT,FELONY,M,61,BROOKLYN,N.Y. POLICE DEPT,991945,159667,,,,,795904
793272,927fb85a,2012-03-09T00:01:00+00:00,Friday,Mar,9,2012,0,3,9,2012,GRAND LARCENY,FELONY,F,62,BROOKLYN,N.Y. POLICE DEPT,984019,160117,,,,,793272
794418,68cf41b1,2014-11-26T19:15:00+00:00,Wednesday,Nov,26,2014,19,11,26,2014,FELONY ASSAULT,FELONY,I,105,QUEENS,N.Y. POLICE DEPT,1054629,199614,,,,,794418
796583,e3c51029,2012-03-09T19:15:00+00:00,Friday,Mar,9,2012,19,3,10,2012,BURGLARY,FELONY,G,66,BROOKLYN,N.Y. POLICE DEPT,989732,172979,,,,,796583
795907,aa4a0f2f,2012-10-16T03:30:00+00:00,Tuesday,Oct,16,2012,3,10,16,2012,GRAND LARCENY,FELONY,D,106,QUEENS,N.Y. POLICE DEPT,1026562,185710,,,,,795907
793275,3514d05c,2012-03-09T00:10:00+00:00,Friday,Mar,9,2012,0,3,9,2012,ROBBERY,FELONY,I,83,BROOKLYN,N.Y. POLICE DEPT,1008086,196047,,,,,793275
794421,bc929a1f,2014-11-26T19:30:00+00:00,Wednesday,Nov,26,2014,19,11,28,2014,BURGLARY,FELONY,C,78,BROOKLYN,N.Y. POLICE DEPT,989983,188034,,,,,794421
795910,6244f34d,2012-10-16T04:00:00+00:00,Tuesday,Oct,16,2012,4,10,16,2012,GRAND LARCENY,FELONY,A,6,MANHATTAN,N.Y. POLICE DEPT,984414,204336,,,,,795910
794423,51bd6850,2014-11-26T19:30:00+00:00,Wednesday,Nov,26,2014,19,11,26,2014,ROBBERY,FELONY,A,42,BRONX,N.Y. POLICE DEPT,1012398,245576,,,,,794423
793279,793b18b9,2012-03-09T00:30:00+00:00,Friday,Mar,9,2012,0,3,9,2012,GRAND LARCENY,FELONY,D,9,MANHATTAN,N.Y. POLICE DEPT,987845,205047,,,,,793279
795913,d705e555,2012-10-16T04:30:00+00:00,Tuesday,Oct,16,2012,4,10,16,2012,RAPE,FELONY,I,115,QUEENS,N.Y. POLICE DEPT,1018699,215043,,,,,795913
794426,5931320b,2014-11-26T20:00:00+00:00,Wednesday,Nov,26,2014,20,12,11,2014,GRAND LARCENY OF MOTOR VEHICLE,FELONY,G,63,BROOKLYN,N.Y. POLICE DEPT,1002394,169705,,,,,794426
795914,5f92e596,2012-10-16T05:35:00+00:00,Tuesday,Oct,16,2012,5,10,16,2012,ROBBERY,FELONY,D,50,BRONX,N.Y. POLICE DEPT,1010971,257016,,,,,795914
794427,2fb0b2df,2014-11-26T20:00:00+00:00,Wednesday,Nov,26,2014,20,11,27,2014,ROBBERY,FELONY,F,81,BROOKLYN,N.Y. POLICE DEPT,1001322,188843,,,,,794427
795915,6bd5c74d,2012-10-16T05:40:00+00:00,Tuesday,Oct,16,2012,5,10,16,2012,ROBBERY,FELONY,I,79,BROOKLYN,N.Y. POLICE DEPT,996798,189795,,,,,795915
795916,51012d98,2012-10-16T05:44:00+00:00,Tuesday,Oct,16,2012,5,10,16,2012,BURGLARY,FELONY,B,62,BROOKLYN,N.Y. POLICE DEPT,990315,157858,,,,,795916
794429,a3f2fd71,2014-11-26T20:00:00+00:00,Wednesday,Nov,26,2014,20,11,26,2014,ROBBERY,FELONY,C,46,BRONX,N.Y. POLICE DEPT,1012419,251454,,,,,794429
795918,d14156e7,2012-10-16T06:00:00+00:00,Tuesday,Oct,16,2012,6,10,16,2012,GRAND LARCENY,FELONY,A,75,BROOKLYN,N.Y. POLICE DEPT,1011245,185498,,,,,795918
796592,6014dc5f,2012-03-09T19:30:00+00:00,Friday,Mar,9,2012,19,3,10,2012,GRAND LARCENY,FELONY,B,14,MANHATTAN,N.Y. POLICE DEPT,990740,213128,,,,,796592
794433,9839b4f7,2012-09-08T21:20:00+00:00,Saturday,Sep,8,2012,21,9,8,2012,ROBBERY,FELONY,C,63,BROOKLYN,N.Y. POLICE DEPT,1006480,165827,,,,,794433
796593,dd12fcee,2012-03-09T19:40:00+00:00,Friday,Mar,9,2012,19,3,12,2012,ROBBERY,FELONY,I,109,QUEENS,N.Y. POLICE DEPT,1030393,215967,,,,,796593
793290,a5ed61c0,2011-11-15T10:30:00+00:00,Tuesday,Nov,15,2011,10,11,16,2011,GRAND LARCENY,FELONY,J,108,QUEENS,N.Y. POLICE DEPT,1010328,211357,,,,,793290
795924,3cc3b66f,2015-01-22T07:00:00+00:00,Thursday,Jan,22,2015,7,2,24,2015,GRAND LARCENY,FELONY,G,50,BRONX,N.Y. POLICE DEPT,1007601,259474,,,,,795924
796595,c6e5b7f9,2012-03-09T19:50:00+00:00,Friday,Mar,9,2012,19,3,9,2012,GRAND LARCENY,FELONY,C,14,MANHATTAN,N.Y. POLICE DEPT,986781,212761,,,,,796595
793293,6d1f1fda,2011-11-15T10:30:00+00:00,Tuesday,Nov,15,2011,10,11,15,2011,GRAND LARCENY OF MOTOR VEHICLE,FELONY,,108,QUEENS,N.Y. POLICE DEPT,996793,210001,,,,,793293
796596,b82d6043,2012-03-09T19:59:00+00:00,Friday,Mar,9,2012,19,3,9,2012,ROBBERY,FELONY,K,73,BROOKLYN,N.Y. POLICE DEPT,1010558,180878,,,,,796596
793295,d4ca1c6d,2011-11-15T10:39:00+00:00,Tuesday,Nov,15,2011,10,12,7,2011,GRAND LARCENY,FELONY,K,90,BROOKLYN,N.Y. POLICE DEPT,1004919,199441,,,,,793295
796598,fec02091,2012-03-09T20:00:00+00:00,Friday,Mar,9,2012,20,3,10,2012,BURGLARY,FELONY,D,66,BROOKLYN,N.Y. POLICE DEPT,985044,168415,,,,,796598
793297,102697a7,2011-11-15T11:00:00+00:00,Tuesday,Nov,15,2011,11,11,17,2011,GRAND LARCENY,FELONY,D,60,BROOKLYN,N.Y. POLICE DEPT,993358,151337,,,,,793297
795931,cec5882,2015-01-22T08:00:00+00:00,Thursday,Jan,22,2015,8,1,28,2015,BURGLARY,FELONY,C,120,STATEN ISLAND,N.Y. POLICE DEPT,960914,165939,,,,,795931
794444,85d0a989,2012-09-08T22:00:00+00:00,Saturday,Sep,8,2012,22,9,8,2012,FELONY ASSAULT,FELONY,F,18,MANHATTAN,N.Y. POLICE DEPT,987579,216989,,,,,794444
795933,64ab17e9,2015-01-22T08:00:00+00:00,Thursday,Jan,22,2015,8,1,22,2015,ROBBERY,FELONY,B,6,MANHATTAN,N.Y. TRANSIT POLICE,983985,205857,,,,,795933
794446,f15a5355,2012-09-08T22:00:00+00:00,Saturday,Sep,8,2012,22,9,9,2012,GRAND LARCENY,FELONY,J,47,BRONX,N.Y. POLICE DEPT,1025420,264421,,,,,794446
795935,baf89fd2,2015-01-22T08:15:00+00:00,Thursday,Jan,22,2015,8,1,23,2015,GRAND LARCENY,FELONY,K,19,MANHATTAN,N.Y. POLICE DEPT,997568,223329,,,,,795935
794448,fd08438e,2012-09-08T22:10:00+00:00,Saturday,Sep,8,2012,22,9,9,2012,BURGLARY,FELONY,H,49,BRONX,POLICE DEPT NYC,1021609,254624,,,,,794448
794449,5778ef74,2012-09-08T22:30:00+00:00,Saturday,Sep,8,2012,22,9,9,2012,BURGLARY,FELONY,A,101,QUEENS,N.Y. POLICE DEPT,1055422,158770,,,,,794449
793305,a68acedd,2014-03-17T00:01:00+00:00,Monday,Mar,17,2014,0,4,21,2014,GRAND LARCENY,FELONY,F,75,BROOKLYN,N.Y. POLICE DEPT,1013865,181817,,,,,793305
795939,7736876a,2012-09-23T03:25:00+00:00,Sunday,Sep,23,2012,3,9,23,2012,RAPE,FELONY,J,110,QUEENS,N.Y. POLICE DEPT,1020255,210816,,,,,795939
796609,536860ac,2011-11-15T22:55:00+00:00,Tuesday,Nov,15,2011,22,11,16,2011,ROBBERY,FELONY,G,107,QUEENS,N.Y. POLICE DEPT,1041973,203765,,,,,796609
794452,cc6e1b4d,2014-10-10T18:18:00+00:00,Friday,Oct,10,2014,18,10,10,2014,GRAND LARCENY OF MOTOR VEHICLE,FELONY,N,105,QUEENS,N.Y. POLICE DEPT,1062779,213239,,,,,794452
793308,bb25acbe,2014-03-17T00:01:00+00:00,Monday,Mar,17,2014,0,7,1,2015,GRAND LARCENY,FELONY,I,115,QUEENS,N.Y. POLICE DEPT,1024311,214693,,,,,793308
795942,7e7bac4f,2012-09-23T03:30:00+00:00,Sunday,Sep,23,2012,3,9,23,2012,GRAND LARCENY OF MOTOR VEHICLE,FELONY,B,100,QUEENS,N.Y. POLICE DEPT,1035212,152992,,,,,795942
796612,a8f8ba4e,2011-11-15T23:00:00+00:00,Tuesday,Nov,15,2011,23,11,15,2011,GRAND LARCENY,FELONY,A,52,BRONX,N.Y. POLICE DEPT,1009385,257779,,,,,796612
795944,4a060c22,2012-09-23T03:40:00+00:00,Sunday,Sep,23,2012,3,9,23,2012,FELONY ASSAULT,FELONY,E,28,MANHATTAN,N.Y. POLICE DEPT,999934,233568,,,,,795944
794456,8cbf13f1,2014-10-10T18:30:00+00:00,Friday,Oct,10,2014,18,10,10,2014,FELONY ASSAULT,FELONY,B,61,BROOKLYN,N.Y. POLICE DEPT,1000166,152150,,,,,794456
796615,2577268d,2011-11-15T23:26:00+00:00,Tuesday,Nov,15,2011,23,11,16,2011,FELONY ASSAULT,FELONY,B,24,MANHATTAN,N.Y. HOUSING POLICE,992402,227087,,,,,796615
794458,fd3d2735,2014-10-10T18:30:00+00:00,Friday,Oct,10,2014,18,10,11,2014,GRAND LARCENY OF MOTOR VEHICLE,FELONY,B,113,QUEENS,N.Y. POLICE DEPT,1046733,182708,,,,,794458
795947,31aec604,2012-09-23T03:45:00+00:00,Sunday,Sep,23,2012,3,9,23,2012,FELONY ASSAULT,FELONY,A,23,MANHATTAN,N.Y. POLICE DEPT,1000054,227082,,,,,795947
793314,bfb1aa43,2014-03-17T01:00:00+00:00,Monday,Mar,17,2014,1,3,17,2014,FELONY ASSAULT,FELONY,A,34,MANHATTAN,N.Y. POLICE DEPT,1003411,248823,,,,,793314
796617,2b49fa3d,2011-11-15T23:30:00+00:00,Tuesday,Nov,15,2011,23,11,16,2011,ROBBERY,FELONY,C,83,BROOKLYN,N.Y. POLICE DEPT,1008507,191420,,,,,796618
794461,7fae6414,2014-10-10T18:40:00+00:00,Friday,Oct,10,2014,18,10,10,2014,FELONY ASSAULT,FELONY,J,75,BROOKLYN,N.Y. HOUSING POLICE,1017207,178577,,,,,794461
796618,c4568b16,2011-11-15T23:30:00+00:00,Tuesday,Nov,15,2011,23,11,16,2011,GRAND LARCENY,FELONY,B,111,QUEENS,N.Y. POLICE DEPT,1053265,207537,,,,,796619
794462,2ed5bd77,2014-10-10T18:45:00+00:00,Friday,Oct,10,2014,18,10,10,2014,ROBBERY,FELONY,P,32,MANHATTAN,N.Y. POLICE DEPT,1001751,241630,,,,,794462
793318,592e0423,2014-03-17T02:00:00+00:00,Monday,Mar,17,2014,2,3,29,2014,GRAND LARCENY OF MOTOR VEHICLE,FELONY,J,70,BROOKLYN,N.Y. POLICE DEPT,995904,177893,,,,,793318
795953,c50ed4bf,2012-09-23T04:00:00+00:00,Sunday,Sep,23,2012,4,9,23,2012,GRAND LARCENY OF MOTOR VEHICLE,FELONY,A,43,BRONX,N.Y. POLICE DEPT,1025586,234408,,,,,795953
